system   D            wsystem.c:583  maybe_parent_dir                 [   0.00065] Also searching C:\Documents and Settings\Administrator\My Documents\Dropbox\hy454\allegro\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23215] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23216] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23218] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23219] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23221] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [ 248.23222] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [ 248.23224] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [ 248.23226] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [ 248.23228] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [ 248.23574] added dtor for object 01909918, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 248.24118] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 248.24122] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 248.26909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 248.26914] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 248.28947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 248.28951] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55428] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55435] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55436] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55438] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55441] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 250.55442] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [ 250.55445] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [ 250.55447] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [ 250.55449] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [ 250.55450] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [ 250.55991] added dtor for object 01909D68, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 250.56548] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 250.56552] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 250.59342] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 250.59346] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 250.61309] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 250.61313] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39625] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39629] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39632] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39634] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39635] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39637] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39638] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 260.39640] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [ 260.39641] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [ 260.39643] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [ 260.39645] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [ 260.39647] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [ 260.40133] added dtor for object 018EC2F8, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 260.40685] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 260.40689] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 260.43472] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 260.43475] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 260.45483] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 260.45487] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06321] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06324] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06326] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06328] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06329] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06331] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06332] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06334] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 276.06335] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [ 276.06337] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [ 276.06339] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [ 276.06340] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [ 276.06342] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [ 276.06747] added dtor for object 018EC6B0, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 276.07285] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 276.07294] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 276.10087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 276.10090] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 276.12070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 276.12074] _al_d3d_sync_bitmap (video) ref count == 2
